date,Afluente_SN,a,b,Temp_C,Qobs_m3s,P_mm,PET_mm
1957/11/14,5.2,,,18.46,1.002,0.500,3.252
1957/11/15,0.5,,,18.46,0.981,0.000,3.252
1957/11/16,0,,,18.46,0.962,0.000,3.252
1957/11/17,0,,,18.46,0.948,1.700,3.252
1957/11/18,1.7,,,18.46,3.671,41.000,3.252
1957/11/19,41,,,18.46,0.999,3.500,3.252
1957/11/20,3.5,,,18.46,1.024,6.200,3.252
1957/11/21,6.2,,,18.46,2.541,13.000,3.252
1957/11/22,13,,,18.46,4.504,17.000,3.252
1957/11/23,17,,,18.46,1.123,4.000,3.252
1957/11/24,4,,,18.46,1.650,9.000,3.252
1957/11/25,9,,,18.46,6.702,21.000,3.252
1957/11/26,21,,,18.46,3.946,12.800,3.252
1957/11/27,12.8,,,18.46,1.245,2.500,3.252
1957/11/28,2.5,,,18.46,1.224,0.500,3.252
1957/11/29,0.5,,,18.46,1.200,0.000,3.252
1957/11/30,0,,,18.46,1.176,0.000,3.252
1957/12/1,0,,,18.46,1.152,0.000,3.252
1957/12/2,0,,,18.46,1.181,7.700,3.252
1957/12/3,7.7,,,18.46,1.173,2.300,3.252
1957/12/4,2.3,,,18.46,9.923,36.500,3.252
1957/12/5,36.5,,,18.46,1.194,0.500,3.252
1957/12/6,0.5,,,18.46,1.170,0.000,3.252
1957/12/7,0,,,18.46,2.156,10.000,3.252
1957/12/8,10,,,18.46,1.187,0.000,3.252
1957/12/9,0,,,18.46,1.163,0.000,3.252
1957/12/10,0,,,18.46,1.140,0.000,3.252
1957/12/11,0,,,18.46,1.117,0.000,3.252
1957/12/12,0,,,18.46,1.095,0.000,3.252
1957/12/13,0,,,18.46,1.074,0.200,3.252
1957/12/14,0.2,,,18.46,1.053,0.000,3.252
1957/12/15,0,,,18.46,1.032,0.000,3.252
1957/12/16,0,,,18.46,1.011,0.000,3.252
1957/12/17,0,,,18.46,0.991,0.000,3.252
1957/12/18,0,,,18.46,0.975,1.000,3.252
1957/12/19,1,,,18.46,0.955,0.000,3.252
1957/12/20,0,,,18.46,0.936,0.000,3.252
1957/12/21,0,,,18.46,0.936,5.800,3.252
1957/12/22,5.8,,,18.46,0.919,0.500,3.252
1957/12/23,0.5,,,18.46,0.900,0.000,3.252
1957/12/24,0,,,18.46,0.882,0.000,3.252
1957/12/25,0,,,18.46,1.011,25.000,3.252
1957/12/26,25,,,18.46,0.915,1.000,3.252
1957/12/27,1,,,18.46,0.897,0.000,3.252
1957/12/28,0,,,18.46,0.879,0.000,3.252
1957/12/29,0,,,18.46,0.862,0.000,3.252
1957/12/30,0,,,18.46,0.844,0.000,3.252
1957/12/31,0,,,18.46,0.827,0.000,3.252
1958/01/1,0,,,18.46,0.820,3.000,3.252
1958/01/2,3,,,18.46,0.804,0.000,3.252
1958/01/3,0,,,18.46,0.788,0.000,3.252
1958/01/4,0,,,18.46,0.775,1.200,3.252
1958/01/5,1.2,,,18.46,0.762,0.800,3.252
1958/01/6,0.8,,,18.46,0.749,1.000,3.252
1958/01/7,1,,,18.46,0.761,12.300,3.252
1958/01/8,12.3,,,18.46,0.753,2.100,3.252
1958/01/9,2.1,,,18.46,0.738,0.000,3.252
1958/01/10,0,,,18.46,0.723,0.000,3.252
1958/01/11,0,,,18.46,0.708,0.000,3.252
1958/01/12,0,,,18.46,0.694,0.000,3.252
1958/01/13,0,,,18.46,0.680,0.000,3.252
1958/01/14,0,,,18.46,0.667,0.000,3.252
1958/01/15,0,,,18.46,0.660,3.800,3.252
1958/01/16,3.8,,,18.46,0.658,6.000,3.252
1958/01/17,6,,,18.46,0.645,0.000,3.252
1958/01/18,0,,,18.46,0.634,0.800,3.252
1958/01/19,0.8,,,18.46,0.621,0.000,3.252
1958/01/20,0,,,18.46,0.609,0.000,3.252
1958/01/21,0,,,18.46,0.597,0.200,3.252
1958/01/22,0.2,,,18.46,0.585,0.000,3.252
1958/01/23,0,,,18.46,0.573,0.000,3.252
1958/01/24,0,,,18.46,0.563,0.800,3.252
1958/01/25,0.8,,,18.46,0.552,0.000,3.252
1958/01/26,0,,,18.46,0.540,0.000,3.252
1958/01/27,0,,,18.46,0.530,0.000,3.252
1958/01/28,0,,,18.46,0.531,15.200,3.252
1958/01/29,15.2,,,18.46,0.522,1.200,3.252
1958/01/30,1.2,,,18.46,0.513,0.500,3.252
1958/01/31,0.5,,,18.46,0.556,34.000,3.252
1958/02/1,34,,,18.46,0.550,1.000,3.252
1958/02/2,1,,,18.46,0.541,0.500,3.252
1958/02/3,0.5,,,18.46,0.546,3.500,3.252
1958/02/4,3.5,,,18.46,0.535,0.000,3.252
1958/02/5,0,,,18.46,0.524,0.000,3.252
1958/02/6,0,,,18.46,0.514,0.000,3.252
1958/02/7,0,,,18.46,0.503,0.000,3.252
1958/02/8,0,,,18.46,0.493,0.000,3.252
1958/02/9,0,,,18.46,0.483,0.000,3.252
1958/02/10,0,,,18.46,0.474,0.000,3.252
1958/02/11,0,,,18.46,0.471,3.000,3.252
1958/02/12,3,,,18.46,0.462,0.000,3.252
1958/02/13,0,,,18.46,0.455,1.000,3.252
1958/02/14,1,,,18.46,0.446,0.000,3.252
1958/02/15,0,,,18.46,0.437,0.000,3.252
1958/02/16,0,,,18.46,0.431,1.800,3.252
1958/02/17,1.8,,,18.46,0.424,0.800,3.252
1958/02/18,0.8,,,18.46,0.417,0.800,3.252
1958/02/19,0.8,,,18.46,0.409,0.500,3.252
1958/02/20,0.5,,,18.46,0.401,0.000,3.252
1958/02/21,0,,,18.46,0.413,16.000,3.252
1958/02/22,16,,,18.46,0.406,0.500,3.252
1958/02/23,0.5,,,18.46,0.398,0.000,3.252
1958/02/24,0,,,18.46,0.391,0.500,3.252
1958/02/25,0.5,,,18.46,0.411,14.300,3.252
1958/02/26,14.3,,,18.46,0.457,18.000,3.252
1958/02/27,18,,,18.46,0.448,0.000,3.252
1958/02/28,0,,,18.46,0.439,0.000,3.252
1958/03/1,0,,,18.46,0.434,0.800,3.252
1958/03/2,0.8,,,18.46,0.427,0.500,3.252
1958/03/3,0.5,,,18.46,0.418,0.000,3.252
1958/03/4,0,,,18.46,0.432,7.000,3.252
1958/03/5,7,,,18.46,0.423,0.000,3.252
1958/03/6,0,,,18.46,0.415,0.200,3.252
1958/03/7,0.2,,,18.46,0.407,0.000,3.252
1958/03/8,0,,,18.46,0.403,1.500,3.252
1958/03/9,1.5,,,18.46,0.401,2.300,3.252
1958/03/10,2.3,,,18.46,0.393,0.200,3.252
1958/03/11,0.2,,,18.46,0.386,0.000,3.252
1958/03/12,0,,,18.46,0.378,0.000,3.252
1958/03/13,0,,,18.46,0.370,0.000,3.252
1958/03/14,0,,,18.46,0.363,0.000,3.252
1958/03/15,0,,,18.46,0.356,0.000,3.252
1958/03/16,0,,,18.46,0.356,5.000,3.252
1958/03/17,5,,,18.46,0.349,0.000,3.252
1958/03/18,0,,,18.46,0.342,0.000,3.252
1958/03/19,0,,,18.46,0.335,0.000,3.252
1958/03/20,0,,,18.46,0.336,6.000,3.252
1958/03/21,6,,,18.46,0.329,0.000,3.252
1958/03/22,0,,,18.46,0.323,0.000,3.252
1958/03/23,0,,,18.46,0.330,10.500,3.252
1958/03/24,10.5,,,18.46,0.324,0.700,3.252
1958/03/25,0.7,,,18.46,0.341,12.500,3.252
1958/03/26,12.5,,,18.46,1.585,31.800,3.252
1958/03/27,31.8,,,18.46,0.439,8.000,3.252
1958/03/28,8,,,18.46,0.462,5.000,3.252
1958/03/29,5,,,18.46,0.453,0.000,3.252
1958/03/30,0,,,18.46,0.444,0.000,3.252
1958/03/31,0,,,18.46,0.435,0.000,3.252
1958/04/1,0,,,18.46,0.426,0.000,3.252
1958/04/2,0,,,18.46,0.439,4.700,3.252
1958/04/3,4.7,,,18.46,0.431,0.000,3.252
1958/04/4,0,,,18.46,0.422,0.000,3.252
1958/04/5,0,,,18.46,0.413,0.000,3.252
1958/04/6,0,,,18.46,3.534,34.190,3.252
1958/04/7,34.19,,,18.46,0.506,6.300,3.252
1958/04/8,6.3,,,18.46,0.496,0.000,3.252
1958/04/9,0,,,18.46,4.663,21.800,3.252
1958/04/10,21.8,,,18.46,0.552,1.500,3.252
1958/04/11,1.5,,,18.46,0.602,8.000,3.252
1958/04/12,8,,,18.46,5.233,20.000,3.252
1958/04/13,20,,,18.46,0.642,0.000,3.252
1958/04/14,0,,,18.46,0.690,7.500,3.252
1958/04/15,7.5,,,18.46,1.444,9.600,3.252
1958/04/16,9.6,,,18.46,12.371,35.690,3.252
1958/04/17,35.69,,,18.46,0.775,0.000,3.252
1958/04/18,0,,,18.46,0.759,0.000,3.252
1958/04/19,0,,,18.46,0.744,0.000,3.252
1958/04/20,0,,,18.46,0.729,0.000,3.252
1958/04/21,0,,,18.46,0.779,8.200,3.252
1958/04/22,8.2,,,18.46,0.817,6.800,3.252
1958/04/23,6.8,,,18.46,0.805,0.500,3.252
1958/04/24,0.5,,,18.46,0.794,0.800,3.252
1958/04/25,0.8,,,18.46,3.299,16.500,3.252
1958/04/26,16.5,,,18.46,0.916,8.300,3.252
1958/04/27,8.3,,,18.46,0.872,0.000,3.252
1958/04/28,0,,,18.46,0.919,8.700,3.252
1958/04/29,8.7,,,18.46,2.783,13.400,3.252
1958/04/30,13.4,,,18.46,17.932,50.000,3.252
1958/05/1,50,,,18.46,29.770,55.000,3.252
1958/05/2,55,,,18.46,1.085,4.300,3.252
1958/05/3,4.3,,,18.46,1.097,3.000,3.252
1958/05/4,3,,,18.46,1.139,6.000,3.252
1958/05/5,6,,,18.46,1.145,2.800,3.252
1958/05/6,2.8,,,18.46,14.016,33.300,3.252
1958/05/7,33.3,,,18.46,4.510,12.000,3.252
1958/05/8,12,,,18.46,1.203,0.000,3.252
1958/05/9,0,,,18.46,1.179,0.000,3.252
1958/05/10,0,,,18.46,1.155,0.000,3.252
1958/05/11,0,,,18.46,1.132,0.000,3.252
1958/05/12,0,,,18.46,1.109,0.000,3.252
1958/05/13,0,,,18.46,1.148,8.200,3.252
1958/05/14,8.2,,,18.46,2.301,11.500,3.252
1958/05/15,11.5,,,18.46,1.373,8.500,3.252
1958/05/16,8.5,,,18.46,6.041,20.000,3.252
1958/05/17,20,,,18.46,1.244,0.000,3.252
1958/05/18,0,,,18.46,1.269,6.000,3.252
1958/05/19,6,,,18.46,1.244,0.000,3.252
1958/05/20,0,,,18.46,1.270,6.700,3.252
1958/05/21,6.7,,,18.46,1.883,10.000,3.252
1958/05/22,10,,,18.46,1.283,0.000,3.252
1958/05/23,0,,,18.46,1.262,0.700,3.252
1958/05/24,0.7,,,18.46,1.249,1.800,3.252
1958/05/25,1.8,,,18.46,1.279,8.500,3.252
1958/05/26,8.5,,,18.46,1.254,0.000,3.252
1958/05/27,0,,,18.46,1.235,1.000,3.252
1958/05/28,1,,,18.46,1.229,3.200,3.252
1958/05/29,3.2,,,18.46,1.250,8.000,3.252
1958/05/30,8,,,18.46,1.255,5.000,3.252
1958/05/31,5,,,18.46,1.255,4.000,3.252
1958/06/1,4,,,18.46,1.234,0.700,3.252
1958/06/2,0.7,,,18.46,1.216,1.200,3.252
1958/06/3,1.2,,,18.46,1.192,0.200,3.252
1958/06/4,0.2,,,18.46,1.169,0.000,3.252
1958/06/5,0,,,18.46,1.145,0.000,3.252
1958/06/6,0,,,18.46,1.122,0.000,3.252
1958/06/7,0,,,18.46,1.100,0.000,3.252
1958/06/8,0,,,18.46,1.089,3.300,3.252
1958/06/9,3.3,,,18.46,1.090,6.400,3.252
1958/06/10,6.4,,,18.46,1.111,11.000,3.252
1958/06/11,11,,,18.46,1.400,15.000,3.252
1958/06/12,15,,,18.46,4.316,22.000,3.252
1958/06/13,22,,,18.46,5.125,19.000,3.252
1958/06/14,19,,,18.46,1.235,3.000,3.252
1958/06/15,3,,,18.46,1.235,3.000,3.252
1958/06/16,3,,,18.46,1.549,9.000,3.252
1958/06/17,9,,,18.46,1.249,0.000,3.252
1958/06/18,0,,,18.46,1.254,4.000,3.252
1958/06/19,4,,,18.46,1.271,6.000,3.252
1958/06/20,6,,,18.46,5.567,21.000,3.252
1958/06/21,21,,,18.46,1.284,0.000,3.252
1958/06/22,0,,,18.46,1.258,0.000,3.252
1958/06/23,0,,,18.46,1.233,0.000,3.252
1958/06/24,0,,,18.46,1.209,0.000,3.252
1958/06/25,0,,,18.46,1.184,0.000,3.252
1958/06/26,0,,,18.46,1.161,0.000,3.252
1958/06/27,0,,,18.46,1.138,0.000,3.252
1958/06/28,0,,,18.46,1.115,0.000,3.252
1958/06/29,0,,,18.46,1.093,0.000,3.252
1958/06/30,0,,,18.46,1.071,0.000,3.252
1958/07/1,0,,,18.46,1.049,0.000,3.252
1958/07/2,0,,,18.46,1.033,1.200,3.252
1958/07/3,1.2,,,18.46,1.012,0.000,3.252
1958/07/4,0,,,18.46,1.012,6.400,3.252
1958/07/5,6.4,,,18.46,0.994,0.700,3.252
1958/07/6,0.7,,,18.46,0.974,0.000,3.252
1958/07/7,0,,,18.46,0.954,0.000,3.252
1958/07/8,0,,,18.46,0.935,0.000,3.252
1958/07/9,0,,,18.46,0.917,0.000,3.252
1958/07/10,0,,,18.46,0.898,0.000,3.252
1958/07/11,0,,,18.46,0.882,0.800,3.252
1958/07/12,0.8,,,18.46,0.864,0.000,3.252
1958/07/13,0,,,18.46,0.847,0.000,3.252
1958/07/14,0,,,18.46,0.830,0.000,3.252
1958/07/15,0,,,18.46,0.813,0.000,3.252
1958/07/16,0,,,18.46,0.797,0.000,3.252
1958/07/17,0,,,18.46,0.790,8.000,3.252
1958/07/18,8,,,18.46,0.775,0.000,3.252
1958/07/19,0,,,18.46,0.759,0.000,3.252
1958/07/20,0,,,18.46,0.744,0.000,3.252
1958/07/21,0,,,18.46,0.756,22.300,3.252
1958/07/22,22.3,,,18.46,0.751,3.500,3.252
1958/07/23,3.5,,,18.46,0.736,0.000,3.252
1958/07/24,0,,,18.46,0.721,0.000,3.252
1958/07/25,0,,,18.46,0.730,8.800,3.252
1958/07/26,8.8,,,18.46,0.715,0.000,3.252
1958/07/27,0,,,18.46,0.707,2.190,3.252
1958/07/28,2.19,,,18.46,0.701,2.800,3.252
1958/07/29,2.8,,,18.46,0.698,4.000,3.252
1958/07/30,4,,,18.46,0.715,10.290,3.252
1958/07/31,10.29,,,18.46,0.701,0.000,3.252
1958/08/1,0,,,18.46,0.687,0.000,3.252
1958/08/2,0,,,18.46,0.682,3.000,3.252
1958/08/3,3,,,18.46,0.687,6.000,3.252
1958/08/4,6,,,18.46,0.693,5.500,3.252
1958/08/5,5.5,,,18.46,1.561,22.000,3.252
1958/08/6,22,,,18.46,0.731,0.500,3.252
1958/08/7,0.5,,,18.46,0.767,9.600,3.252
1958/08/8,9.6,,,18.46,0.784,5.500,3.252
1958/08/9,5.5,,,18.46,0.816,8.000,3.252
1958/08/10,8,,,18.46,0.815,2.500,3.252
1958/08/11,2.5,,,18.46,0.848,8.300,3.252
1958/08/12,8.3,,,18.46,0.866,5.600,3.252
1958/08/13,5.6,,,18.46,0.876,4.300,3.252
1958/08/14,4.3,,,18.46,0.892,5.500,3.252
1958/08/15,5.5,,,18.46,1.934,13.500,3.252
1958/08/16,13.5,,,18.46,0.927,1.000,3.252
1958/08/17,1,,,18.46,1.116,10.200,3.252
1958/08/18,10.2,,,18.46,0.953,0.000,3.252
1958/08/19,0,,,18.46,0.934,0.000,3.252
1958/08/20,0,,,18.46,0.916,0.000,3.252
1958/08/21,0,,,18.46,0.897,0.000,3.252
1958/08/22,0,,,18.46,0.879,0.000,3.252
1958/08/23,0,,,18.46,0.872,2.200,3.252
1958/08/24,2.2,,,18.46,0.857,0.500,3.252
1958/08/25,0.5,,,18.46,0.844,1.000,3.252
1958/08/26,1,,,18.46,0.827,0.000,3.252
1958/08/27,0,,,18.46,3.931,33.800,3.252
1958/08/28,33.8,,,18.46,1.356,10.100,3.252
1958/08/29,10.1,,,18.46,0.904,0.000,3.252
1958/08/30,0,,,18.46,3.268,15.800,3.252
1958/08/31,15.8,,,18.46,0.931,0.000,3.252
1958/09/1,0,,,18.46,0.912,0.000,3.252
1958/09/2,0,,,18.46,0.894,0.000,3.252
1958/09/3,0,,,18.46,0.876,0.000,3.252
1958/09/4,0,,,18.46,0.859,0.000,3.252
1958/09/5,0,,,18.46,1.110,12.700,3.252
1958/09/6,12.7,,,18.46,0.888,0.000,3.252
1958/09/7,0,,,18.46,0.870,0.000,3.252
1958/09/8,0,,,18.46,0.879,5.000,3.252
1958/09/9,5,,,18.46,0.870,1.600,3.252
1958/09/10,1.6,,,18.46,3.146,21.300,3.252
1958/09/11,21.3,,,18.46,3.457,16.600,3.252
1958/09/12,16.6,,,18.46,1.004,7.700,3.252
1958/09/13,7.7,,,18.46,0.984,0.000,3.252
1958/09/14,0,,,18.46,1.609,10.400,3.252
1958/09/15,10.4,,,18.46,1.072,8.299,3.252
1958/09/16,8.299,,,18.46,1.050,0.000,3.252
1958/09/17,0,,,18.46,1.029,0.000,3.252
1958/09/18,0,,,18.46,1.009,0.000,3.252
1958/09/19,0,,,18.46,1.013,4.000,3.252
1958/09/20,4,,,18.46,1.030,6.101,3.252
1958/09/21,6.101,,,18.46,1.058,7.899,3.252
1958/09/22,7.899,,,18.46,1.069,5.000,3.252
1958/09/23,5,,,18.46,1.052,0.700,3.252
1958/09/24,0.7,,,18.46,1.031,0.000,3.252
1958/09/25,0,,,18.46,1.011,0.000,3.252
1958/09/26,0,,,18.46,1.006,3.000,3.252
1958/09/27,3,,,18.46,0.986,0.000,3.252
1958/09/28,0,,,18.46,1.002,7.700,3.252
1958/09/29,7.7,,,18.46,0.982,0.000,3.252
1958/09/30,0,,,18.46,0.962,0.000,3.252
1958/10/1,0,,,18.46,0.951,2.000,3.252
1958/10/2,2,,,18.46,0.959,6.400,3.252
1958/10/3,6.4,,,18.46,0.939,0.000,3.252
1958/10/4,0,,,18.46,0.923,0.500,3.252
1958/10/5,0.5,,,18.46,0.919,4.000,3.252
1958/10/6,4,,,18.46,0.903,0.500,3.252
1958/10/7,0.5,,,18.46,3.061,29.800,3.252
1958/10/8,29.8,,,18.46,0.945,2.200,3.252
1958/10/9,2.2,,,18.46,0.931,0.800,3.252
1958/10/10,0.8,,,18.46,0.918,1.000,3.252
1958/10/11,1,,,18.46,0.937,6.800,3.252
1958/10/12,6.8,,,18.46,0.924,0.900,3.252
1958/10/13,0.9,,,18.46,0.936,5.700,3.252
1958/10/14,5.7,,,18.46,0.926,1.600,3.252
1958/10/15,1.6,,,18.46,0.938,5.800,3.252
1958/10/16,5.8,,,18.46,3.735,22.100,3.252
1958/10/17,22.1,,,18.46,0.971,1.000,3.252
1958/10/18,1,,,18.46,0.959,1.000,3.252
1958/10/19,1,,,18.46,0.964,3.800,3.252
1958/10/20,3.8,,,18.46,0.944,0.000,3.252
1958/10/21,0,,,18.46,0.972,8.000,3.252
1958/10/22,8,,,18.46,9.853,39.690,3.252
1958/10/23,39.69,,,18.46,1.006,1.000,3.252
1958/10/24,1,,,18.46,0.986,0.000,3.252
1958/10/25,0,,,18.46,9.621,28.000,3.252
1958/10/26,28,,,18.46,3.873,12.200,3.252
1958/10/27,12.2,,,18.46,1.084,3.200,3.252
1958/10/28,3.2,,,18.46,1.072,1.000,3.252
1958/10/29,1,,,18.46,1.050,0.000,3.252
1958/10/30,0,,,18.46,1.033,0.500,3.252
1958/10/31,0.5,,,18.46,1.041,3.700,3.252
1958/11/1,3.7,,,18.46,1.030,1.300,3.252
1958/11/2,1.3,,,18.46,1.023,2.000,3.252
1958/11/3,2,,,18.46,4.275,19.500,3.252
1958/11/4,19.5,,,18.46,1.046,0.000,3.252
1958/11/5,0,,,18.46,1.036,1.500,3.252
1958/11/6,1.5,,,18.46,1.022,1.000,3.252
1958/11/7,1,,,18.46,1.053,8.000,3.252
1958/11/8,8,,,18.46,4.265,19.000,3.252
1958/11/9,19,,,18.46,1.083,1.000,3.252
1958/11/10,1,,,18.46,3.489,15.000,3.252
1958/11/11,15,,,18.46,1.103,0.000,3.252
1958/11/12,0,,,18.46,11.461,35.800,3.252
1958/11/13,35.8,,,18.46,1.153,3.100,3.252
1958/11/14,3.1,,,18.46,11.538,28.500,3.252
1958/11/15,28.5,,,18.46,2.215,8.000,3.252
1958/11/16,8,,,18.46,8.586,20.800,3.252
1958/11/17,20.8,,,18.46,15.873,34.090,3.252
1958/11/18,34.09,,,18.46,1.330,3.800,3.252
1958/11/19,3.8,,,18.46,1.316,1.200,3.252
1958/11/20,1.2,,,18.46,1.290,0.000,3.252
1958/11/21,0,,,18.46,1.264,0.000,3.252
1958/11/22,0,,,18.46,1.239,0.000,3.252
1958/11/23,0,,,18.46,1.214,0.000,3.252
1958/11/24,0,,,18.46,1.190,0.000,3.252
1958/11/25,0,,,18.46,1.180,2.000,3.252
1958/11/26,2,,,18.46,1.156,0.000,3.252
1958/11/27,0,,,18.46,1.133,0.000,3.252
1958/11/28,0,,,18.46,1.110,0.000,3.252
1958/11/29,0,,,18.46,1.138,9.500,3.252
1958/11/30,9.5,,,18.46,1.127,2.000,3.252
1958/12/1,2,,,18.46,1.117,2.300,3.252
1958/12/2,2.3,,,18.46,18.414,67.700,3.252
1958/12/3,67.7,,,18.46,1.193,4.800,3.252
1958/12/4,4.8,,,18.46,1.170,0.000,3.252
1958/12/5,0,,,18.46,1.180,3.200,3.252
1958/12/6,3.2,,,18.46,5.016,14.000,3.252
1958/12/7,14,,,18.46,1.197,0.000,3.252
1958/12/8,0,,,18.46,1.173,0.000,3.252
1958/12/9,0,,,18.46,1.152,0.300,3.252
1958/12/10,0.3,,,18.46,1.173,5.399,3.252
1958/12/11,5.399,,,18.46,2.965,12.500,3.252
1958/12/12,12.5,,,18.46,1.196,0.800,3.252
1958/12/13,0.8,,,18.46,1.172,0.000,3.252
1958/12/14,0,,,18.46,1.149,0.000,3.252
1958/12/15,0,,,18.46,1.132,1.000,3.252
1958/12/16,1,,,18.46,1.110,0.000,3.252
1958/12/17,0,,,18.46,6.145,28.000,3.252
1958/12/18,28,,,18.46,1.145,2.000,3.252
1958/12/19,2,,,18.46,1.129,0.800,3.252
1958/12/20,0.8,,,18.46,1.106,0.000,3.252
1958/12/21,0,,,18.46,1.084,0.000,3.252
1958/12/22,0,,,18.46,1.072,1.500,3.252
1958/12/23,1.5,,,18.46,1.074,4.000,3.252
1958/12/24,4,,,18.46,1.052,0.000,3.252
1958/12/25,0,,,18.46,1.031,0.000,3.252
1958/12/26,0,,,18.46,1.013,0.500,3.252
1958/12/27,0.5,,,18.46,0.993,0.000,3.252
1958/12/28,0,,,18.46,0.982,2.000,3.252
1958/12/29,2,,,18.46,0.964,0.500,3.252
1958/12/30,0.5,,,18.46,0.945,0.000,3.252
1958/12/31,0,,,18.46,0.926,0.000,3.252
1959/01/1,0,,,18.46,0.908,0.000,3.252
1959/01/2,0,,,18.46,0.889,0.000,3.252
1959/01/3,0,,,18.46,0.872,0.000,3.252
1959/01/4,0,,,18.46,0.854,0.000,3.252
1959/01/5,0,,,18.46,0.837,0.000,3.252
1959/01/6,0,,,18.46,0.820,0.000,3.252
1959/01/7,0,,,18.46,0.804,0.000,3.252
1959/01/8,0,,,18.46,0.788,0.000,3.252
1959/01/9,0,,,18.46,0.772,0.000,3.252
1959/01/10,0,,,18.46,0.757,0.000,3.252
1959/01/11,0,,,18.46,0.742,0.700,3.252
1959/01/12,0.7,,,18.46,0.729,1.500,3.252
1959/01/13,1.5,,,18.46,0.716,0.800,3.252
1959/01/14,0.8,,,18.46,0.701,0.000,3.252
1959/01/15,0,,,18.46,0.687,0.000,3.252
1959/01/16,0,,,18.46,0.674,0.000,3.252
1959/01/17,0,,,18.46,0.660,0.000,3.252
1959/01/18,0,,,18.46,0.647,0.000,3.252
1959/01/19,0,,,18.46,0.638,6.800,3.252
1959/01/20,6.8,,,18.46,0.629,3.700,3.252
1959/01/21,3.7,,,18.46,0.616,0.000,3.252
1959/01/22,0,,,18.46,0.604,0.000,3.252
1959/01/23,0,,,18.46,0.595,3.500,3.252
1959/01/24,3.5,,,18.46,0.583,0.000,3.252
1959/01/25,0,,,18.46,0.571,0.000,3.252
1959/01/26,0,,,18.46,0.560,0.000,3.252
1959/01/27,0,,,18.46,0.549,0.000,3.252
1959/01/28,0,,,18.46,0.538,0.000,3.252
1959/01/29,0,,,18.46,0.527,0.000,3.252
1959/01/30,0,,,18.46,0.516,0.000,3.252
1959/01/31,0,,,18.46,0.506,0.000,3.252
1959/02/1,0,,,18.46,0.496,0.000,3.252
1959/02/2,0,,,18.46,0.486,0.000,3.252
1959/02/3,0,,,18.46,0.476,0.000,3.252
1959/02/4,0,,,18.46,0.467,0.000,3.252
1959/02/5,0,,,18.46,0.457,0.000,3.252
1959/02/6,0,,,18.46,0.448,0.000,3.252
1959/02/7,0,,,18.46,0.439,0.000,3.252
1959/02/8,0,,,18.46,0.430,0.000,3.252
1959/02/9,0,,,18.46,0.422,0.000,3.252
1959/02/10,0,,,18.46,0.413,0.000,3.252
1959/02/11,0,,,18.46,0.405,0.000,3.252
1959/02/12,0,,,18.46,0.397,0.000,3.252
1959/02/13,0,,,18.46,0.389,0.000,3.252
1959/02/14,0,,,18.46,0.381,0.000,3.252
1959/02/15,0,,,18.46,0.374,13.000,3.252
1959/02/16,13,,,18.46,0.368,2.500,3.252
1959/02/17,2.5,,,18.46,0.360,0.000,3.252
1959/02/18,0,,,18.46,0.357,11.000,3.252
1959/02/19,11,,,18.46,0.350,0.000,3.252
1959/02/20,0,,,18.46,0.343,0.000,3.252
1959/02/21,0,,,18.46,0.336,0.000,3.252
1959/02/22,0,,,18.46,0.338,14.300,3.252
1959/02/23,14.3,,,18.46,0.354,15.500,3.252
1959/02/24,15.5,,,18.46,0.347,0.000,3.252
1959/02/25,0,,,18.46,0.340,0.000,3.252
1959/02/26,0,,,18.46,0.333,0.000,3.252
1959/02/27,0,,,18.46,0.327,0.000,3.252
1959/02/28,0,,,18.46,0.332,6.700,3.252
1959/03/1,6.7,,,18.46,0.327,0.500,3.252
1959/03/2,0.5,,,18.46,0.322,1.000,3.252
1959/03/3,1,,,18.46,0.330,7.300,3.252
1959/03/4,7.3,,,18.46,0.323,0.000,3.252
1959/03/5,0,,,18.46,0.317,0.000,3.252
1959/03/6,0,,,18.46,0.313,1.000,3.252
1959/03/7,1,,,18.46,0.306,0.000,3.252
1959/03/8,0,,,18.46,0.300,0.000,3.252
1959/03/9,0,,,18.46,0.294,0.000,3.252
1959/03/10,0,,,18.46,0.288,0.000,3.252
1959/03/11,0,,,18.46,0.291,6.700,3.252
1959/03/12,6.7,,,18.46,0.288,1.800,3.252
1959/03/13,1.8,,,18.46,0.282,0.000,3.252
1959/03/14,0,,,18.46,0.277,0.000,3.252
1959/03/15,0,,,18.46,0.271,0.000,3.252
1959/03/16,0,,,18.46,0.266,0.000,3.252
1959/03/17,0,,,18.46,0.265,4.300,3.252
1959/03/18,4.3,,,18.46,0.262,2.000,3.252
1959/03/19,2,,,18.46,0.261,3.700,3.252
1959/03/20,3.7,,,18.46,0.260,3.100,3.252
1959/03/21,3.1,,,18.46,0.257,1.000,3.252
1959/03/22,1,,,18.46,0.254,2.000,3.252
1959/03/23,2,,,18.46,0.265,11.500,3.252
1959/03/24,11.5,,,18.46,0.273,6.000,3.252
1959/03/25,6,,,18.46,0.267,0.000,3.252
1959/03/26,0,,,18.46,0.262,0.000,3.252
1959/03/27,0,,,18.46,0.257,0.000,3.252
1959/03/28,0,,,18.46,0.252,0.000,3.252
1959/03/29,0,,,18.46,0.291,26.000,3.252
1959/03/30,26,,,18.46,0.285,0.000,3.252
1959/03/31,0,,,18.46,0.280,0.000,3.252
1959/04/1,0,,,18.46,0.274,0.000,3.252
