date,Q_sim_m3s,Q_obs_m3s,P_mm
1955-09-22,4.964170656002015,1.766,14.5
1955-09-23,2.350704184245524,1.111,0.0
1955-09-24,1.763163666138306,1.088,0.0
1955-09-25,3.4589023025197045,1.163,12.0
1955-09-26,3.0725963420858236,1.145,6.0
1955-09-27,2.5578928792854723,1.152,4.8
1955-09-28,2.807062133148509,1.173,7.0
1955-09-29,8.16028467806229,5.64,24.0
1955-09-30,7.580158335162054,4.149,15.0
1955-10-01,3.2915208418784716,1.239,1.2
1955-10-02,1.9569443293294504,1.224,1.2
1955-10-03,3.091209973859065,1.883,10.0
1955-10-04,3.851576847261741,1.841,9.5
1955-10-05,2.102248099923743,1.277,0.0
1955-10-06,1.8419959708575773,1.27,2.5
1955-10-07,3.2777386697693243,1.958,10.8
1955-10-08,9.491164583301636,8.124,26.5
1955-10-09,4.095056392788557,1.334,1.5
1955-10-10,7.380133276945202,6.94,20.3
1955-10-11,4.129890003757112,1.382,4.0
1955-10-12,2.2219094929553918,1.355,0.0
1955-10-13,1.9990897175929159,1.346,2.199
1955-10-14,3.3212022438313786,2.268,10.3
1955-10-15,5.1256853058764476,3.599,13.2
1955-10-16,6.54664293435104,4.663,15.0
1955-10-17,8.125445154468219,6.373,18.0
1955-10-18,6.005960214982743,2.878,9.601
1955-10-19,11.249537236760236,11.274,27.5
1955-10-20,4.667178467335021,1.539,1.0
1955-10-21,2.5463208322757063,1.508,0.0
1955-10-22,12.197930173460064,14.647,36.0
1955-10-23,8.288643626647312,4.701,11.79
1955-10-24,3.66640280302626,1.544,0.0
1955-10-25,3.339315792578943,1.572,6.0
1955-10-26,3.1975623529820014,1.588,5.0
1955-10-27,5.005638699345646,4.072,12.5
1955-10-28,3.980910375807561,1.634,5.0
1955-10-29,4.320653407250968,2.224,8.5
1955-10-30,9.451695485852673,9.057,24.0
1955-10-31,6.553522630041293,2.675,8.5
1955-11-01,4.221283683404268,1.731,4.0
1955-11-02,4.190129008555677,1.971,7.5
1955-11-03,7.556244384399395,6.913,18.6
1955-11-04,4.24142187705007,1.772,1.8
1955-11-05,2.954519862814063,1.741,0.5
1955-11-06,2.803506981199981,1.706,0.0
1955-11-07,2.7809219098745954,1.672,0.0
1955-11-08,2.7673830585479218,1.638,0.0
1955-11-09,5.074621253047886,3.174,14.0
1955-11-10,3.796797660310757,1.663,3.5
1955-11-11,2.861081360566859,1.629,0.0
1955-11-12,2.730521398010435,1.617,3.0
1955-11-13,2.8343069397547977,1.614,4.5
1955-11-14,2.7131494642300105,1.601,3.0
1955-11-15,2.6389300326130285,1.569,0.0
1955-11-16,2.599844942189807,1.543,1.0
1955-11-17,5.1726995541193705,2.396,15.0
1955-11-18,7.707240479519529,4.021,17.5
1955-11-19,6.2504516738349345,2.126,9.8
1955-11-20,6.781856953810974,3.793,13.7
1955-11-21,3.542748860441236,1.644,0.5
1955-11-22,2.6842040386712034,1.615,0.5
1955-11-23,6.232424327198468,5.131,18.5
1955-11-24,26.61560639996141,25.304,61.5
1955-11-25,10.45216775009701,3.01,7.5
1955-11-26,14.090285655656215,15.881,30.5
1955-11-27,5.988383114347431,1.724,1.7
1955-11-28,9.67772069809088,10.905,23.0
1955-11-29,9.24647486457614,7.288,16.0
1955-11-30,8.860173452663663,6.917,15.5
1955-12-01,4.413831586370862,1.776,0.0
1955-12-02,3.333189455985398,1.74,0.0
1955-12-03,3.2266086511368934,1.733,3.0
1955-12-04,3.224876238056181,1.698,0.0
1955-12-05,3.325221745733418,1.699,4.2
1955-12-06,10.392453967463528,9.694,28.3
1955-12-07,5.257860757613918,1.704,1.0
1955-12-08,3.501091090493669,1.67,0.0
1955-12-09,3.2841183248029098,1.641,0.5
1955-12-10,3.244144269976492,1.608,0.0
1955-12-11,3.219251841454207,1.576,0.0
1955-12-12,7.651038415356121,5.471,21.0
1955-12-13,4.311924949446352,1.581,0.5
1955-12-14,3.3076157844612477,1.553,0.5
1955-12-15,3.55930155071788,1.564,6.0
1955-12-16,3.170146489370698,1.533,0.0
1955-12-17,3.093417118945088,1.506,0.5
1955-12-18,3.0507336497496103,1.476,0.0
1955-12-19,3.0093781567721765,1.457,2.0
1955-12-20,13.045895187487325,8.193,36.5
1955-12-21,18.87989488083373,14.976,37.5
1955-12-22,7.911027412863579,1.54,4.0
1955-12-23,3.884445111297673,1.509,0.0
1955-12-24,11.871972543598503,13.585,32.0
1955-12-25,7.453998246647229,2.536,7.8
1955-12-26,6.289870572004003,3.333,9.6
1955-12-27,9.968977141509157,9.458,22.0
1955-12-28,4.971723472810425,1.614,0.5
1955-12-29,4.046716761451971,1.626,4.5
1955-12-30,3.8176341078103073,1.635,4.5
1955-12-31,3.3688578398599027,1.62,2.0
1956-01-01,3.2955668804844374,1.592,0.5
1956-01-02,8.734400553270497,7.895,24.0
1956-01-03,8.593725787616936,5.031,14.3
1956-01-04,5.548947890052562,1.668,4.7
1956-01-05,3.645802570422784,1.639,0.5
1956-01-06,3.343182016820424,1.606,0.0
1956-01-07,6.643561389191681,5.321,17.5
1956-01-08,5.1485140044431645,1.652,5.3
1956-01-09,3.503315594956191,1.619,0.0
1956-01-10,3.28751050523319,1.586,0.0
1956-01-11,3.379219370727444,1.587,4.5
1956-01-12,3.2210832552368753,1.568,1.8
1956-01-13,3.1699284912654275,1.54,0.5
1956-01-14,3.2013791165783814,1.535,4.0
1956-01-15,3.252625992696501,1.53,4.2
1956-01-16,3.0634872593165845,1.5,0.0
1956-01-17,2.9999031944290544,1.47,0.0
1956-01-18,2.949734680718175,1.44,0.0
1956-01-19,2.8999145394505024,1.411,0.0
1956-01-20,2.8491796060945838,1.383,0.0
1956-01-21,2.797635473346194,1.356,0.0
1956-01-22,2.7455141164079775,1.328,0.0
1956-01-23,2.741872867221585,1.315,3.8
1956-01-24,3.301678238787015,1.314,7.0
1956-01-25,2.675041368106154,1.287,0.0
1956-01-26,2.556742576428173,1.268,1.8
1956-01-27,4.331521957812272,1.285,12.2
1956-01-28,2.8620774475699586,1.264,1.0
1956-01-29,2.4783679981835425,1.249,2.6
1956-01-30,2.3884222410987803,1.23,1.5
1956-01-31,2.3392680177405736,1.206,0.0
1956-02-01,2.4365037771753477,1.198,4.5
1956-02-02,2.26891563881096,1.179,1.3
1956-02-03,4.535200685331177,1.204,14.0
1956-02-04,2.58211902398879,1.18,0.0
1956-02-05,2.1971659283004343,1.156,0.0
1956-02-06,5.625410889260577,1.511,18.0
1956-02-07,3.0964135696359367,1.181,1.3
1956-02-08,3.652855186112041,1.204,9.0
1956-02-09,2.3580913387770273,1.185,1.0
1956-02-10,3.605050454000093,1.217,10.5
1956-02-11,2.87989019399408,1.216,4.0
1956-02-12,2.1208962771521604,1.195,0.5
1956-02-13,2.010110220398666,1.171,0.0
1956-02-14,1.9743742379598594,1.148,0.0
1956-02-15,1.94557025348746,1.138,2.9
1956-02-16,2.3494242954018953,1.144,6.2
1956-02-17,1.9418172614784517,1.123,0.5
1956-02-18,1.8664498805719427,1.104,0.7
1956-02-19,5.030682936255554,1.474,17.0
1956-02-20,7.33179711198461,2.906,17.7
1956-02-21,3.8963823371400412,1.188,3.5
1956-02-22,2.116744312234218,1.167,0.5
1956-02-23,6.727135016732115,4.844,22.0
1956-02-24,3.3137662840576545,1.196,1.5
1956-02-25,3.7103829846756358,1.46,9.3
1956-02-26,4.944915338889327,2.745,12.3
1956-02-27,3.842021130031739,1.301,6.3
1956-02-28,2.344941720028178,1.287,1.5
1956-02-29,2.8230956559925917,1.317,7.4
1956-03-01,2.0717990903267767,1.302,1.5
1956-03-02,1.9316585024274535,1.282,0.8
1956-03-03,1.9056753224818888,1.259,0.5
1956-03-04,1.889626614700927,1.234,0.0
1956-03-05,1.8716652304643773,1.21,0.0
1956-03-06,1.850905809484777,1.185,0.0
1956-03-07,10.17243122416488,5.907,32.0
1956-03-08,4.303603311868367,1.213,1.5
1956-03-09,13.64432765399496,11.904,36.8
1956-03-10,7.755593954593091,3.137,10.0
1956-03-11,7.282386534165152,5.548,15.0
1956-03-12,3.344857542862235,1.313,0.8
1956-03-13,3.2422765934171975,1.41,7.0
1956-03-14,2.988222707291135,1.371,5.2
1956-03-15,2.227888267231635,1.351,0.8
1956-03-16,2.1444470970731615,1.331,0.8
1956-03-17,2.1352461823657007,1.304,0.0
1956-03-18,2.129232563998989,1.289,1.5
1956-03-19,2.6701420458134053,1.309,6.8
1956-03-20,2.175879853766674,1.286,0.5
1956-03-21,2.3219391809210355,1.293,5.0
1956-03-22,2.163771834208191,1.286,3.0
1956-03-23,2.187091383270951,1.285,4.0
1956-03-24,2.203976949702738,1.284,4.0
1956-03-25,3.0607741302965024,1.308,8.3
1956-03-26,2.1271929738057875,1.287,0.8
1956-03-27,1.9878562061784046,1.261,0.0
1956-03-28,1.9479267565763954,1.252,3.0
1956-03-29,1.9183363570450416,1.238,2.0
1956-03-30,1.8887293633078202,1.213,0.0
1956-03-31,2.6629123622857134,1.226,8.0
1956-04-01,1.931043615860538,1.202,0.0
1956-04-02,2.0381086275121327,1.201,5.0
1956-04-03,27.16717986217089,18.15,70.0
1956-04-04,7.580275560485877,1.217,0.0
1956-04-05,2.8616119011443946,1.198,0.5
1956-04-06,2.9056403769473134,1.816,7.2
1956-04-07,2.0795983272789,1.222,0.8
1956-04-08,1.9879462008025006,1.216,2.0
1956-04-09,4.359153909791553,4.396,14.2
1956-04-10,10.74232288220258,10.967,27.9
1956-04-11,5.527908366243424,1.322,5.1
1956-04-12,4.958552098745569,3.064,10.0
1956-04-13,19.037410187150805,21.189,47.5
1956-04-14,9.065492368900458,3.592,9.2
1956-04-15,13.310543214660012,14.937,30.0
1956-04-16,9.369835698701754,6.392,14.3
1956-04-17,4.300833221687421,1.489,1.3
1956-04-18,3.1136876844264836,1.492,3.2
1956-04-19,2.6772870314922335,1.47,0.8
1956-04-20,2.6514041364064354,1.441,0.0
1956-04-21,2.663868803033201,1.427,1.8
1956-04-22,2.6717939668559403,1.399,0.0
1956-04-23,2.6714542165828683,1.371,0.0
1956-04-24,2.6636048754681716,1.343,0.0
1956-04-25,2.6493623828837705,1.321,0.8
1956-04-26,3.900037971000424,1.355,10.0
1956-04-27,2.769139661281375,1.33,0.2
1956-04-28,2.613204473385126,1.303,0.0
1956-04-29,2.570526078999542,1.283,1.0
1956-04-30,2.53856742989115,1.257,0.0
1956-05-01,2.5055522080725288,1.232,0.0
1956-05-02,2.4704936381016043,1.217,2.3
1956-05-03,4.424593361697632,1.249,12.79
1956-05-04,4.683803725986149,1.271,9.0
1956-05-05,11.014404561493606,6.125,28.0
1956-05-06,7.344962414361404,2.187,10.0
1956-05-07,10.404117691381405,7.85,23.4
1956-05-08,5.498779497859293,1.4,4.4
1956-05-09,4.457872280308459,1.465,7.2
1956-05-10,9.607772416461398,9.091,24.5
1956-05-11,9.343914005802588,6.666,17.0
1956-05-12,9.10318834343715,6.824,16.9
1956-05-13,10.043836438891299,8.401,19.7
1956-05-14,6.297526823923704,2.037,7.0
1956-05-15,10.025199237789371,9.947,23.0
1956-05-16,5.099507385596398,1.628,2.0
1956-05-17,3.369186766593626,1.61,1.5
1956-05-18,3.372805025287005,1.624,5.0
1956-05-19,9.919935748801493,10.403,26.8
1956-05-20,6.3796262704135085,1.686,6.3
1956-05-21,4.1980019389152865,1.682,3.0
1956-05-22,5.1837623458317275,3.364,10.6
1956-05-23,18.28678598052451,18.893,44.3
1956-05-24,9.233601902993843,3.045,7.9
1956-05-25,4.747909145121627,1.753,1.5
1956-05-26,3.5112655871538765,1.733,1.5
1956-05-27,6.131137960731694,5.905,15.4
1956-05-28,5.124620919907736,1.784,5.8
1956-05-29,9.737543014405546,9.314,22.8
1956-05-30,5.08991723249642,1.784,0.7
1956-05-31,3.6268110018717428,1.753,0.5
1956-06-01,3.4675441853444413,1.748,3.5
1956-06-02,10.668131549052534,10.762,28.9
1956-06-03,8.273503350247015,4.005,10.9
1956-06-04,5.32719964711063,1.81,4.0
1956-06-05,5.1365895440291425,2.219,7.7
1956-06-06,9.213608340255549,8.261,21.0
1956-06-07,5.148010493917872,1.841,1.3
1956-06-08,8.78359942238711,8.058,20.4
1956-06-09,6.085826740211701,1.885,5.5
1956-06-10,9.104717553422995,7.9,19.5
1956-06-11,5.482582999758662,1.901,2.7
1956-06-12,11.093614624193535,11.0,26.2
1956-06-13,6.311415186434429,1.923,3.4
1956-06-14,6.935508389381487,4.822,12.5
1956-06-15,5.43840478168622,1.962,5.301
1956-06-16,4.625305224020441,1.965,4.5
1956-06-17,4.62108383363144,1.979,6.0
1956-06-18,26.70482731620517,28.371,63.59
1956-06-19,9.65149288128771,1.988,2.0
1956-06-20,8.493196233313855,6.817,14.2
1956-06-21,9.312318623516882,7.695,16.2
1956-06-22,5.354209298164047,2.007,1.0
1956-06-23,4.161008565552905,1.982,1.5
1956-06-24,4.2473711054607755,1.99,5.0
1956-06-25,4.000581556723103,1.95,0.0
1956-06-26,3.9560914776035494,1.911,0.0
1956-06-27,3.927993522758538,1.874,0.2
1956-06-28,3.8953073817778625,1.837,0.0
1956-06-29,3.8566039664748057,1.8,0.0
1956-06-30,3.8126365433615357,1.764,0.0
1956-07-01,3.764285441065303,1.729,0.0
1956-07-02,16.341003105505617,10.19,42.8
1956-07-03,7.561978221594522,1.749,2.6
1956-07-04,9.902703445184951,7.899,20.4
1956-07-05,5.4344356524167425,1.754,1.2
1956-07-06,3.9313133404985514,1.724,0.5
1956-07-07,3.7319572459771813,1.689,0.0
1956-07-08,3.681877374959301,1.655,0.0
1956-07-09,3.644043938043176,1.637,2.0
1956-07-10,3.603014961627999,1.604,0.0
1956-07-11,3.5577582194022157,1.572,0.0
1956-07-12,3.508846623467843,1.541,0.0
1956-07-13,3.456943507140389,1.51,0.0
1956-07-14,3.4026362779405677,1.48,0.0
1956-07-15,3.3464292041065002,1.45,0.0
1956-07-16,3.2887533590334366,1.421,0.0
1956-07-17,3.229977016179381,1.393,0.0
1956-07-18,3.1704147346544573,1.369,1.0
1956-07-19,3.1103351285093286,1.349,2.2
1956-07-20,3.049967491983745,1.327,1.5
1956-07-21,2.9895074485001554,1.307,2.0
1956-07-22,2.9465953472645725,1.293,3.5
1956-07-23,5.236343559456493,1.312,14.0
1956-07-24,4.998406115432498,1.321,8.0
1956-07-25,3.10434656792055,1.295,0.0
1956-07-26,3.281719643065454,1.296,6.2
1956-07-27,2.7742997412124906,1.274,0.8
1956-07-28,2.6736611818770264,1.252,0.8
1956-07-29,2.719894358497523,1.245,4.2
1956-07-30,3.1784054525040486,1.247,6.5
1956-07-31,2.7570639366424667,1.235,2.8
1956-08-01,3.1464145363281872,1.238,6.5
1956-08-02,8.91020477912341,3.856,24.79
1956-08-03,4.020291057946213,1.253,0.0
1956-08-04,2.6200874567677603,1.227,0.0
1956-08-05,2.4286881794087565,1.203,0.0
1956-08-06,2.3788627396689352,1.179,0.0
1956-08-07,2.3434741724846053,1.16,1.0
1956-08-08,2.3077941447904835,1.137,0.0
1956-08-09,2.2704728161931027,1.119,1.0
1956-08-10,3.2631689064279876,1.134,9.0
1956-08-11,2.3492221588479465,1.116,1.0
1956-08-12,2.184009677267601,1.094,0.0
1956-08-13,2.1311193569892835,1.072,0.0
1956-08-14,3.7393644152521923,1.094,11.5
1956-08-15,2.3354814851560532,1.074,0.5
1956-08-16,2.1660908252458633,1.069,3.8
1956-08-17,2.0173128072548248,1.05,0.5
1956-08-18,1.9688146664002268,1.029,0.0
1956-08-19,2.18466444674735,1.027,5.2
1956-08-20,4.503941821485345,1.06,13.9
1956-08-21,6.377773012672586,1.731,15.5
1956-08-22,5.852287879162739,1.447,11.5
1956-08-23,2.8708500407321718,1.13,1.0
1956-08-24,4.134784155204226,1.648,11.7
1956-08-25,3.642341465483174,1.194,6.7
1956-08-26,3.136239731243227,1.21,5.7
1956-08-27,11.572086266899252,9.314,32.5
1956-08-28,7.444398403014337,3.093,10.7
1956-08-29,12.60893053168715,12.053,29.79
1956-08-30,5.766158613559661,1.346,4.2
1956-08-31,5.918496962211334,4.643,13.0
1956-09-01,3.267881527346128,1.373,1.7
1956-09-02,2.740512040338637,1.383,4.1
1956-09-03,2.3158621214906567,1.365,1.0
1956-09-04,3.7192472865236192,2.674,10.7
1956-09-05,2.5591433128646077,1.382,1.0
1956-09-06,2.6288061388143458,1.395,5.0
1956-09-07,2.330094718414541,1.376,1.2
1956-09-08,4.471557242125766,3.169,13.5
1956-09-09,3.177916517803953,1.409,3.0
1956-09-10,3.3843048763113504,1.434,7.0
1956-09-11,6.103985800511788,4.375,16.09
1956-09-12,3.4672341614689395,1.455,1.8
1956-09-13,2.6575644096128213,1.45,3.0
1956-09-14,2.332710982545268,1.427,0.8
1956-09-15,2.4237238002075987,1.43,4.5
1956-09-16,2.7999166678915475,1.443,6.0
1956-09-17,2.3103844834304628,1.421,1.0
1956-09-18,6.5296677559929375,4.929,20.5
1956-09-19,16.018617667061623,13.324,38.0
1956-09-20,6.032776207764213,1.478,1.5
1956-09-21,13.394822519484146,14.829,33.8
1956-09-22,6.289885865701031,1.531,4.4
1956-09-23,3.2401417900613403,1.511,1.0
1956-09-24,2.8543116171695213,1.521,4.2
1956-09-25,3.250623858717922,1.551,6.5
1956-09-26,2.6011582097449653,1.525,0.5
1956-09-27,3.79498857109901,2.554,10.0
1956-09-28,5.6497371476684535,4.05,13.3
1956-09-29,3.379601789585855,1.571,1.3
1956-09-30,4.29110185155076,2.55,10.0
1956-10-01,2.898575103182919,1.581,1.0
1956-10-02,2.5845071923341036,1.557,1.0
1956-10-03,7.827372274662064,7.125,23.5
1956-10-04,8.800887777265732,6.072,17.29
1956-10-05,4.112861132455393,1.595,0.5
1956-10-06,2.8650515082606005,1.581,2.0
1956-10-07,2.6221771939143226,1.551,0.2
1956-10-08,5.846048611039666,5.013,17.2
1956-10-09,9.019693004083278,7.057,20.29
1956-10-10,9.346696775172282,6.709,17.7
1956-10-11,5.452171329271825,1.666,5.1
1956-10-12,4.867533892259247,2.361,8.3
1956-10-13,3.0823916187289804,1.667,0.5
1956-10-14,2.7666804218629295,1.642,1.0
1956-10-15,4.638322818353767,3.498,12.5
1956-10-16,3.075637637459935,1.645,0.5
1956-10-17,2.7611815343620774,1.625,1.7
1956-10-18,6.461875141828852,5.434,18.79
1956-10-19,5.38797928106756,1.767,7.8
1956-10-20,4.007781505678983,1.692,4.5
1956-10-21,6.0613004191115385,4.398,14.5
1956-10-22,7.685716769116618,5.437,16.0
1956-10-23,4.0544419639432,1.727,1.0
1956-10-24,5.964146356203073,4.738,14.5
1956-10-25,5.8130441967404645,3.044,10.0
1956-10-26,3.4139590975881946,1.755,0.5
1956-10-27,2.867991370460065,1.723,0.4
1956-10-28,3.4906825456159525,1.747,7.5
1956-10-29,2.8622736401978845,1.722,1.3
1956-10-30,2.76970141622656,1.695,1.0
1956-10-31,2.7373969283338715,1.684,3.2
1956-11-01,3.557759965857488,1.705,8.201
1956-11-02,2.9837835922757607,1.689,2.6
1956-11-03,2.693240241508828,1.655,0.0
1956-11-04,4.59578541749099,2.375,12.7
1956-11-05,10.483218121161471,7.488,26.2
1956-11-06,4.910996571049477,1.696,1.5
1956-11-07,2.89721122017159,1.662,0.0
1956-11-08,3.9875245490648474,2.408,10.3
1956-11-09,2.791469771088117,1.663,0.5
1956-11-10,2.608272961168744,1.639,1.2
1956-11-11,2.5650837871012837,1.606,0.0
1956-11-12,2.535142027711349,1.574,0.0
1956-11-13,10.848625095158365,7.95,32.0
1956-11-14,10.113082754526687,6.273,18.0
1956-11-15,7.158093950141833,3.348,10.5
1956-11-16,4.114203410017927,1.665,3.0
1956-11-17,6.126018552584605,5.107,15.0
1956-11-18,3.4269465683701164,1.667,0.5
1956-11-19,3.2761925260906604,1.681,5.5
1956-11-20,2.7032847001373743,1.658,1.3
1956-11-21,2.6261843441773762,1.639,1.8
1956-11-22,2.872981623914929,1.646,5.3
1956-11-23,2.6170265713762175,1.619,0.8
1956-11-24,2.5650124735391264,1.593,1.0
1956-11-25,6.352427105353272,4.554,19.0
1956-11-26,5.863249595951801,2.304,10.0
1956-11-27,4.6242753778122605,1.678,6.7
1956-11-28,2.9317536747421076,1.652,1.0
1956-11-29,8.33245822541399,7.433,24.2
1956-11-30,3.935334382132413,1.65,0.0
1956-12-01,2.70583667255367,1.617,0.0
1956-12-02,2.548488705988065,1.584,0.0
1956-12-03,2.514295625940811,1.553,0.0
1956-12-04,2.4905467970556745,1.523,0.2
1956-12-05,2.464478717827101,1.493,0.0
1956-12-06,2.4351815730728936,1.463,0.0
1956-12-07,2.4030734351251977,1.437,0.7
1956-12-08,2.638818772474147,1.435,5.3
1956-12-09,2.471249451914552,1.422,3.2
1956-12-10,2.3177153254856204,1.398,0.8
1956-12-11,2.266679734801082,1.37,0.0
1956-12-12,2.22686948390302,1.343,0.0
1956-12-13,2.1876095772499933,1.316,0.0
1956-12-14,8.445555079179064,2.953,26.4
1956-12-15,3.798462017499651,1.33,0.5
1956-12-16,2.7938328799099437,1.326,4.0
1956-12-17,4.134653834439293,1.363,11.1
1956-12-18,2.921233915773522,1.355,3.0
1956-12-19,10.813978074719428,7.687,31.0
1956-12-20,5.899605938613867,1.417,6.0
1956-12-21,2.878365099655082,1.393,0.5
1956-12-22,6.6217039586386495,6.046,19.7
1956-12-23,5.250173548912384,1.941,8.299
1956-12-24,19.635753202649102,19.663,48.5
1956-12-25,16.719620693130974,15.103,29.0
1956-12-26,7.728543635053448,2.377,7.0
1956-12-27,3.6629191480650793,1.548,1.0
1956-12-28,2.703821445888255,1.535,1.8
1956-12-29,2.606721460043436,1.514,1.0
1956-12-30,2.613505601290958,1.488,0.4
1956-12-31,2.623074608784563,1.458,0.0
1957-01-01,4.618495858307976,3.3,12.8
1957-01-02,3.2603309493568338,1.48,2.0
1957-01-03,2.709930281330432,1.454,0.5
1957-01-04,2.634125073263335,1.425,0.0
1957-01-05,2.6098750812799554,1.396,0.0
1957-01-06,2.5874089848192727,1.374,0.8
1957-01-07,2.561497620538854,1.349,0.5
1957-01-08,2.5321360370686286,1.324,0.4
1957-01-09,2.499854181338167,1.298,0.0
1957-01-10,2.465169012983285,1.274,0.5
1957-01-11,2.428530221348398,1.252,0.8
1957-01-12,2.3903233322748267,1.229,0.5
1957-01-13,2.350878256997669,1.207,0.5
1957-01-14,2.90249090405547,1.208,7.0
1957-01-15,2.3466092035909853,1.186,0.5
1957-01-16,2.245835623380693,1.162,0.0
1957-01-17,2.1988451383401753,1.139,0.0
1957-01-18,2.1578039178979567,1.116,0.0
1957-01-19,2.1171500860173236,1.093,0.0
1957-01-20,2.076356463155153,1.072,0.2
1957-01-21,2.035478064838215,1.055,1.6
1957-01-22,1.994622203267186,1.036,1.2
1957-01-23,1.953887551586683,1.015,0.0
1957-01-24,1.9133589632297756,0.995,0.0
1957-01-25,1.873108654779412,0.975,0.0
1957-01-26,1.8331978878353306,0.957,0.5
1957-01-27,1.793678487076721,0.938,0.5
1957-01-28,1.7545941483360379,0.92,0.5
1957-01-29,1.7159815593357544,0.902,0.5
1957-01-30,1.6778713597682584,0.885,0.8
1957-01-31,1.6402889643029013,0.868,0.5
1957-02-01,1.6032552686914678,0.851,0.5
1957-02-02,1.5667872561482796,0.834,0.0
1957-02-03,1.5308985186234028,0.818,0.5
1957-02-04,1.4955997054111994,0.802,0.0
1957-02-05,1.4608989096858158,0.786,0.8
1957-02-06,1.4268020019813816,0.772,2.0
1957-02-07,1.3933129182963016,0.757,0.0
1957-02-08,1.3604339093627158,0.741,0.0
1957-02-09,1.3281657566540543,0.727,0.0
1957-02-10,1.296507959880064,0.712,0.0
1957-02-11,1.265458900018123,0.698,0.0
1957-02-12,1.235015981333638,0.685,1.8
1957-02-13,1.2051757553351752,0.671,0.0
1957-02-14,1.175934029178415,0.657,0.0
1957-02-15,1.1472859606657249,0.644,0.5
1957-02-16,1.124681483391486,0.632,2.0
1957-02-17,2.5509977782626256,0.622,9.3
1957-02-18,1.3904088608968361,0.61,0.5
1957-02-19,1.097578354229293,0.598,0.0
1957-02-20,1.0448486704441478,0.586,0.0
1957-02-21,1.020503551034175,0.575,0.8
1957-02-22,1.0129865868405388,0.564,2.0
1957-02-23,3.4196710556698093,0.56,12.8
1957-02-24,1.5786811896752249,0.549,0.5
1957-02-25,14.045599161328031,0.585,41.5
1957-02-26,5.162323733708744,0.591,3.3
1957-02-27,5.425861755671689,1.27,14.5
1957-02-28,2.7303403311720036,0.651,3.3
1957-03-01,1.3821919778710436,0.644,1.0
1957-03-02,1.2060673602243546,0.637,1.0
1957-03-03,1.1978333306217028,0.625,0.0
1957-03-04,3.117105243486715,0.675,12.5
1957-03-05,1.5322626407512838,0.662,0.2
1957-03-06,1.2700486054346412,0.649,0.0
1957-03-07,1.240401996148102,0.636,0.0
1957-03-08,1.234995774821615,0.623,0.0
1957-03-09,1.229474795553168,0.611,0.0
1957-03-10,1.4801453450044346,0.618,5.0
1957-03-11,7.0202377464433505,2.323,23.8
1957-03-12,2.6828959633650546,0.658,0.2
1957-03-13,1.4264238026819447,0.65,0.8
1957-03-14,1.2777885301365934,0.645,1.5
1957-03-15,2.0628925690791227,0.674,8.0
1957-03-16,1.355231324158024,0.665,0.8
1957-03-17,8.254235264858506,4.886,28.3
1957-03-18,3.203298663639671,0.708,0.8
1957-03-19,1.5529281590196058,0.699,0.8
1957-03-20,1.656471523437671,0.722,5.4
1957-03-21,1.3714809237149694,0.723,2.2
1957-03-22,1.333877577369865,0.713,0.8
1957-03-23,1.3257481048335522,0.699,0.0
1957-03-24,1.3182419258997546,0.685,0.0
1957-03-25,1.3083774182160872,0.671,0.0
1957-03-26,1.2961995713172254,0.658,0.0
1957-03-27,1.2820567964246978,0.645,0.0
1957-03-28,1.2662837250680812,0.632,0.0
1957-03-29,1.2491706235141096,0.619,0.0
1957-03-30,1.23096600688472,0.607,0.0
1957-03-31,1.211882292788573,0.595,0.0
1957-04-01,1.1921010250222914,0.583,0.0
1957-04-02,1.1717773708535024,0.571,0.0
1957-04-03,8.297283636665592,0.784,28.0
1957-04-04,3.0122951756264578,0.613,0.3
1957-04-05,1.4037584444161564,0.601,0.0
1957-04-06,1.2099864391529724,0.589,0.0
1957-04-07,1.1825165219908516,0.581,0.8
1957-04-08,2.532939497634799,0.607,10.0
1957-04-09,6.489905776640592,1.957,20.0
1957-04-10,5.1459788499287376,0.71,10.29
1957-04-11,5.65866431040044,2.229,14.0
1957-04-12,3.0854550900373927,0.775,4.0
1957-04-13,4.565108514215175,2.482,13.5
1957-04-14,6.117155423432076,3.759,15.6
1957-04-15,4.761209748007932,1.601,9.2
1957-04-16,2.0538365038972732,0.9,0.0
1957-04-17,1.5548923847807858,0.892,1.2
1957-04-18,3.780991508722936,2.868,13.8
1957-04-19,4.439621452115233,2.105,10.79
1957-04-20,26.221051238511567,26.254,64.0
1957-04-21,7.944413874007619,1.036,2.3
1957-04-22,3.43283269717147,1.049,3.0
1957-04-23,2.4189058134070085,1.065,3.5
1957-04-24,1.9744509326549666,1.054,1.0
1957-04-25,5.39565347936227,6.285,17.8
1957-04-26,2.720204508519907,1.076,0.0
1957-04-27,2.1103360218746925,1.054,0.0
1957-04-28,2.052059932029049,1.033,0.0
1957-04-29,2.272421026644859,1.052,5.0
1957-04-30,2.08297087114211,1.035,0.5
1957-05-01,2.0573444663039298,1.014,0.0
1957-05-02,2.0466939084854405,0.994,0.0
1957-05-03,2.0339343930254543,0.974,0.0
1957-05-04,2.0176430086834607,0.954,0.0
1957-05-05,1.9981812615111407,0.941,1.0
1957-05-06,3.1255036808283827,0.97,9.5
1957-05-07,4.727623377945755,1.212,12.3
1957-05-08,3.098316303510696,1.015,3.3
1957-05-09,2.0923303012684693,0.996,0.2
